,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,q1,q2,q3,q4,q5,q6,q7,nu,eta,prior,lhood
173.0,0.09096,0.09264,0.07310,0.11348,0.09218,0.07338,0.08865,0.08894,0.10321,0.08908,0.10649,0.10011,0.09849,0.08492,0.08725,0.06937,0.08792,0.14509,0.14785,0.13593,0.14650,0.14874,0.15848,0.14980,0.14500,0.14483,0.13292,0.16910,0.15065,0.15756,0.13472,0.14794,0.16865,0.12342,0.16353,0.22469,0.02751,0.04179,0.41452,0.17470,0.62204,0.1,0.8502615747305077,105.07454964635438,-282.30588075877637
174.0,0.09096,0.09264,0.07310,0.11348,0.09218,0.07338,0.08865,0.08894,0.10321,0.08908,0.10649,0.10011,0.09849,0.08492,0.08725,0.06937,0.08792,0.14509,0.14785,0.13593,0.14650,0.14874,0.15848,0.14980,0.14500,0.14483,0.13292,0.16910,0.15065,0.15756,0.13472,0.14794,0.16865,0.12342,0.02918,0.15519,0.17899,0.04179,0.40662,0.11357,0.43932,0.1,0.8502615747305077,105.07454964635438,-280.4160168389629
175.0,0.09096,0.09264,0.07800,0.11348,0.09218,0.07338,0.08865,0.08894,0.10321,0.10663,0.10649,0.09780,0.09849,0.08492,0.08725,0.06937,0.08792,0.14509,0.14785,0.13147,0.14650,0.14874,0.15848,0.14980,0.14500,0.14483,0.14483,0.16910,0.16248,0.15756,0.13472,0.14794,0.16865,0.12342,0.02918,0.08924,0.45258,0.39246,0.40662,0.15766,0.23321,0.1,0.8502615747305077,107.65613174969529,-283.4222184307669
176.0,0.09096,0.09264,0.07800,0.11348,0.09218,0.08292,0.08865,0.08894,0.10321,0.10663,0.10649,0.09780,0.09849,0.08492,0.08725,0.06231,0.08792,0.14509,0.14785,0.13147,0.14650,0.14874,0.12137,0.14980,0.14500,0.14483,0.14483,0.16910,0.16248,0.15756,0.13472,0.14794,0.15241,0.12342,0.02462,0.17422,0.18567,0.04757,0.40662,0.04469,0.23321,0.1,0.8502615747305077,106.95919304624347,-279.1104217621693
177.0,0.09096,0.09264,0.07800,0.11348,0.09218,0.08292,0.08865,0.08894,0.10321,0.10663,0.10649,0.09780,0.09849,0.08492,0.08725,0.06231,0.08792,0.14509,0.14785,0.13147,0.14650,0.14874,0.12137,0.14980,0.14500,0.14483,0.14483,0.16910,0.16248,0.15756,0.13472,0.14794,0.15241,0.12342,0.02462,0.09475,0.18567,0.13698,0.40662,0.08872,0.26851,0.1,0.8502615747305077,106.95919304624347,-278.73132928748555
178.0,0.09096,0.09264,0.07800,0.11348,0.09218,0.08292,0.08865,0.08894,0.10321,0.10663,0.10649,0.09780,0.09849,0.10231,0.08725,0.10672,0.08792,0.14509,0.14785,0.13147,0.14650,0.14874,0.12137,0.14980,0.14500,0.14483,0.14483,0.16910,0.16248,0.15756,0.15860,0.14794,0.14886,0.12342,0.07769,0.09475,0.18567,0.13698,0.31815,0.08872,0.19989,0.1,0.8360830495657248,108.1785422136965,-280.27203355038887
179.0,0.09096,0.09264,0.07800,0.11348,0.09218,0.08292,0.08865,0.08894,0.10321,0.10663,0.10649,0.09780,0.09849,0.10231,0.08725,0.11159,0.08864,0.14509,0.14785,0.13147,0.14650,0.14874,0.12137,0.14980,0.14500,0.14483,0.14483,0.16910,0.16248,0.15756,0.15860,0.14794,0.16395,0.14248,0.13934,0.09475,0.05329,0.31348,0.31815,0.08872,0.59166,0.1,0.8360830495657248,107.77118642728853,-281.0739964699614
180.0,0.09096,0.09264,0.07800,0.11348,0.09218,0.08292,0.08865,0.08894,0.10577,0.10663,0.10649,0.09780,0.09849,0.10231,0.08725,0.08124,0.08864,0.14509,0.14785,0.13147,0.14650,0.14874,0.12137,0.14980,0.14500,0.16973,0.14483,0.16910,0.16248,0.15756,0.15860,0.14794,0.18633,0.14248,0.13934,0.12607,0.05329,0.31348,0.58751,0.08872,0.59166,0.1,0.8290793241217755,106.89543697899693,-280.65784868169493
181.0,0.09096,0.09264,0.11478,0.11348,0.09218,0.08292,0.08865,0.08894,0.10577,0.09130,0.10649,0.09780,0.09849,0.08442,0.08725,0.08124,0.08864,0.14509,0.14785,0.11522,0.14650,0.14874,0.12137,0.14980,0.14500,0.16973,0.18007,0.16910,0.16248,0.15756,0.17424,0.14794,0.18633,0.14248,0.13934,0.11257,0.05329,0.15474,0.58751,0.08872,0.59166,0.1,0.8290793241217755,104.35051382508755,-278.9899647263036
182.0,0.09096,0.09264,0.11478,0.11348,0.09218,0.08813,0.08865,0.08894,0.10577,0.09130,0.10649,0.09780,0.09849,0.08442,0.08725,0.08124,0.08864,0.14509,0.14785,0.11522,0.14650,0.14874,0.16041,0.14980,0.14500,0.16973,0.18007,0.16910,0.16248,0.15756,0.17424,0.14794,0.18633,0.14248,0.13934,0.14156,0.05329,0.15474,0.52447,0.11588,0.61437,0.1,0.8290793241217755,104.7776268990221,-279.8704890387168
183.0,0.09096,0.09264,0.11478,0.11348,0.09218,0.08813,0.08865,0.08894,0.10577,0.09130,0.10649,0.09780,0.09849,0.08442,0.08725,0.08124,0.08864,0.14509,0.14785,0.11522,0.14650,0.14874,0.16041,0.14980,0.14500,0.16973,0.18007,0.16910,0.16248,0.15756,0.17424,0.14794,0.18633,0.14248,0.13934,0.15170,0.05329,0.30574,0.37531,0.11588,0.63153,0.1,0.8290793241217755,104.7776268990221,-280.07990723061675
184.0,0.09096,0.09264,0.08477,0.11348,0.09218,0.08813,0.08865,0.08894,0.10577,0.09130,0.10649,0.09780,0.09849,0.08442,0.08725,0.08124,0.08864,0.14509,0.14785,0.13889,0.14650,0.14874,0.16041,0.14980,0.14500,0.16973,0.18007,0.16910,0.16248,0.15756,0.17424,0.14794,0.18633,0.14248,0.13934,0.23659,0.05329,0.30574,0.15134,0.04607,0.28162,0.1,0.7864414910939799,106.7190226286538,-280.6130487226156
185.0,0.09096,0.09264,0.08477,0.09642,0.09218,0.08813,0.08865,0.08894,0.10577,0.09130,0.10649,0.09780,0.09849,0.08442,0.08725,0.08124,0.08249,0.14509,0.14785,0.13889,0.18752,0.14874,0.16041,0.14980,0.14500,0.16973,0.18007,0.16910,0.16248,0.15756,0.17424,0.14794,0.18633,0.14674,0.13934,0.24886,0.07518,0.30574,0.40142,0.01588,0.28162,0.1,0.7864414910939799,106.34195147234136,-280.0515950561306
186.0,0.09096,0.09264,0.10364,0.09642,0.09218,0.08813,0.08865,0.08894,0.10577,0.09130,0.10649,0.09780,0.09849,0.08442,0.08725,0.08124,0.08249,0.14509,0.14785,0.11301,0.18752,0.14874,0.16041,0.14980,0.14500,0.16973,0.18007,0.16910,0.16248,0.15756,0.17424,0.14794,0.18633,0.14674,0.13139,0.41735,0.07518,0.54219,0.40142,0.01588,0.51421,0.1,0.7864414910939799,104.80305361813492,-281.6635012364337
187.0,0.09900,0.10068,0.10446,0.10446,0.10022,0.09617,0.09668,0.08932,0.09186,0.09933,0.11453,0.10584,0.10652,0.09246,0.09529,0.08928,0.09053,0.12489,0.12765,0.11463,0.16732,0.12854,0.14021,0.12960,0.13068,0.14565,0.15987,0.14890,0.14228,0.13736,0.15404,0.12774,0.16613,0.12653,0.13139,0.08405,0.07518,0.26559,0.46075,0.08198,0.66818,0.1,0.7864414910939799,107.66268739529517,-281.34719632973656
188.0,0.07120,0.07288,0.07666,0.07665,0.07241,0.06836,0.06888,0.06152,0.06406,0.07153,0.08673,0.07804,0.07872,0.06466,0.06748,0.06148,0.06273,0.12836,0.13113,0.11811,0.17080,0.13202,0.14369,0.13308,0.13416,0.14913,0.16335,0.15238,0.14576,0.14083,0.15752,0.13122,0.16961,0.13001,0.13139,0.10389,0.07518,0.34578,0.43060,0.08198,0.57891,0.1,0.8859154437102441,108.70001734709786,-280.8593816220702
189.0,0.07120,0.07288,0.07666,0.07665,0.07241,0.06836,0.06888,0.06152,0.06406,0.07997,0.08673,0.07804,0.08097,0.06466,0.06748,0.06148,0.06273,0.12836,0.13113,0.11811,0.17080,0.13202,0.14369,0.13308,0.13416,0.14913,0.15238,0.15238,0.14576,0.12021,0.15752,0.13122,0.16961,0.13001,0.19428,0.05077,0.07518,0.34578,0.30439,0.08198,0.51706,0.1,0.8825470455625244,104.31960349969448,-282.5421164607804
190.0,0.07120,0.07288,0.07666,0.10450,0.07241,0.06836,0.06888,0.06152,0.06406,0.07997,0.08673,0.07804,0.08097,0.06466,0.06748,0.06148,0.06273,0.12836,0.13113,0.11811,0.13253,0.13202,0.14369,0.13308,0.13416,0.14913,0.15238,0.15238,0.14576,0.12021,0.15752,0.13122,0.16961,0.13001,0.19428,0.11556,0.15043,0.18314,0.28873,0.08198,0.51706,0.1,0.7273185647344669,103.18756447079352,-281.4702606439607
191.0,0.07120,0.07288,0.07666,0.10450,0.07241,0.06836,0.06888,0.06152,0.06406,0.07997,0.08673,0.07804,0.08097,0.05792,0.06748,0.06148,0.06273,0.12836,0.13113,0.11811,0.13253,0.13202,0.14369,0.13308,0.13416,0.14913,0.15238,0.15238,0.14576,0.12021,0.17209,0.13122,0.16961,0.13001,0.19428,0.01455,0.23400,0.18314,0.28492,0.08198,0.51706,0.1,0.8851997220222045,102.0091832152842,-280.97856241603864
192.0,0.07120,0.07288,0.07666,0.10450,0.07241,0.06836,0.06888,0.06121,0.06406,0.07997,0.08673,0.07804,0.08097,0.05792,0.06748,0.06148,0.06273,0.12836,0.13113,0.11811,0.13253,0.13202,0.14369,0.13308,0.14472,0.14913,0.15238,0.15238,0.14576,0.12021,0.17209,0.13122,0.16961,0.13001,0.19428,0.01455,0.24703,0.40727,0.41856,0.08198,0.51706,0.1,0.8851997220222045,102.4497038731824,-281.0675458215686
193.0,0.07120,0.07288,0.07666,0.06256,0.07241,0.06836,0.06888,0.06121,0.06406,0.07997,0.08673,0.07804,0.08097,0.05792,0.06748,0.06148,0.06273,0.12836,0.13113,0.11811,0.15453,0.13202,0.14369,0.13308,0.14472,0.14913,0.15238,0.15238,0.14576,0.12021,0.17209,0.13122,0.16961,0.13001,0.19428,0.11512,0.28688,0.52710,0.56944,0.08198,0.51706,0.1,0.8851997220222045,104.46968182584149,-283.668436486392
194.0,0.07120,0.07288,0.07666,0.06256,0.07241,0.06836,0.06888,0.06121,0.06406,0.07997,0.06820,0.07804,0.08097,0.05792,0.06748,0.06148,0.06273,0.12836,0.13113,0.11811,0.15453,0.13202,0.14369,0.13308,0.14472,0.14913,0.15238,0.12080,0.14576,0.12021,0.17209,0.13122,0.16961,0.13001,0.09600,0.11512,0.53105,0.52710,0.58033,0.08198,0.52445,0.1,0.7506337071009359,104.8916550571523,-285.60024822515237
195.0,0.07120,0.07288,0.07666,0.06019,0.07241,0.06836,0.06888,0.06121,0.06406,0.06479,0.06820,0.07804,0.08097,0.05792,0.06748,0.06148,0.06273,0.12836,0.13113,0.11811,0.09381,0.13202,0.14369,0.13308,0.14472,0.14913,0.18066,0.12080,0.14576,0.12021,0.17209,0.13122,0.16961,0.13001,0.11578,0.47148,0.18591,0.30642,0.74306,0.02210,0.52445,0.1,0.7725915813029653,102.43374527786573,-283.53464810338886
196.0,0.07120,0.07288,0.07666,0.06987,0.07241,0.06836,0.06888,0.06121,0.06406,0.06479,0.06820,0.07804,0.08097,0.05792,0.06748,0.06676,0.06273,0.12836,0.13113,0.11811,0.11770,0.13202,0.14369,0.13308,0.14472,0.14913,0.18066,0.12080,0.14576,0.12021,0.17209,0.13122,0.12614,0.13001,0.11578,0.36769,0.04175,0.52194,0.59832,0.02210,0.52445,0.1,0.7725915813029653,106.91873657718747,-280.6747413347034
197.0,0.07120,0.07288,0.07666,0.06987,0.07241,0.06836,0.06888,0.06121,0.06406,0.06479,0.06820,0.07804,0.08097,0.05792,0.06748,0.06676,0.06273,0.12836,0.13113,0.11811,0.11770,0.13202,0.14369,0.13308,0.14472,0.14913,0.18066,0.12080,0.14576,0.12021,0.17209,0.13122,0.12614,0.13001,0.11578,0.36769,0.04175,0.10091,0.59832,0.02210,0.52445,0.1,0.7725915813029653,106.91873657718747,-280.203523505711
198.0,0.07120,0.07288,0.07666,0.06987,0.07241,0.06836,0.06888,0.06121,0.06406,0.06479,0.06820,0.07804,0.08097,0.05792,0.06748,0.06676,0.06273,0.12836,0.13113,0.11811,0.11770,0.13202,0.14369,0.13308,0.14472,0.14913,0.18066,0.12080,0.14576,0.12021,0.17209,0.13122,0.12614,0.13001,0.11578,0.17217,0.04175,0.01418,0.54037,0.02210,0.29648,0.1,0.7725915813029653,106.91873657718747,-280.3956730893651
199.0,0.07120,0.07288,0.08927,0.06987,0.07241,0.08745,0.06888,0.06121,0.06406,0.06479,0.06820,0.07804,0.08097,0.05792,0.06748,0.06676,0.06273,0.12836,0.13113,0.13763,0.11770,0.13202,0.12773,0.13308,0.14472,0.14913,0.18066,0.12080,0.14576,0.12021,0.17209,0.13122,0.12614,0.13001,0.11578,0.01166,0.17781,0.65840,0.54037,0.02210,0.56020,0.1,0.7725915813029653,104.87634384440993,-281.31561915849306
200.0,0.07120,0.07288,0.07503,0.06987,0.07241,0.08745,0.06888,0.06121,0.06406,0.06479,0.06820,0.07556,0.08097,0.05792,0.06748,0.06676,0.06273,0.12836,0.13113,0.12769,0.11770,0.13202,0.12773,0.13308,0.14472,0.14913,0.18066,0.12080,0.13776,0.12021,0.17209,0.13122,0.12614,0.13001,0.11578,0.13170,0.17781,0.03468,0.40247,0.13582,0.27528,0.1,0.7856642353308377,108.30336556237856,-282.53490554385445
